IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.128958E-04,0.612458125,-0.0107016088,0.5759020588235294
0.0003,+1.028598E-03,0.609956484,-0.010701467,0.5230420588235294
0.0005,+1.251210E-03,0.608912103,-0.0107211903,0.47018205882352937
0.001,+1.783112E-03,0.607184184,-0.0107475602,0.3380320588235294
0.002,+2.807584E-03,0.605760115,-0.0108100853,0.0737320588235294
0.003,+3.810988E-03,0.604815047,-0.010869572,-0.1905679411764707
0.004,+4.804641E-03,0.604173706,-0.0109241828,-0.45486794117647056
0.005,+5.801166E-03,0.603929989,-0.0109941691,-0.7191679411764705
0.006,+6.793846E-03,0.603651206,-0.0110489828,-0.9834679411764705
0.007,+7.785407E-03,0.603507501,-0.0111193528,-1.2477679411764706
0.008,+8.776030E-03,0.603318543,-0.0111787005,-1.5120679411764706
0.009,+9.766513E-03,0.603167427,-0.0112482058,-1.7763679411764706
0.01,+1.049986E-02,0.601949935,-0.0113059746,-2.040667941176471
