IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.228657E-04,1.60520829,-0.0104166514,1.5797888235294117
0.0003,+1.110220E-03,1.60421653,-0.0104278238,1.5269288235294118
0.0005,+1.318943E-03,1.60349489,-0.0104381594,1.474068823529412
0.001,+1.832426E-03,1.60251543,-0.0104739003,1.341918823529412
0.002,+2.836733E-03,1.60170291,-0.0105391135,1.077618823529412
0.003,+3.830009E-03,1.60134413,-0.0106151572,0.8133188235294119
0.004,+4.823348E-03,1.60122392,-0.0106762757,0.5490188235294118
0.005,+5.814077E-03,1.60122793,-0.0107281038,0.2847188235294118
0.006,+6.806403E-03,1.60082999,-0.0107870596,0.020418823529411823
0.007,+7.795762E-03,1.60095916,-0.0108324801,-0.24388117647058816
0.008,+8.781205E-03,1.60067284,-0.010912499,-0.5081811764705884
0.009,+9.771069E-03,1.60058628,-0.0109780486,-0.7724811764705883
0.01,+1.049988E-02,1.59976038,-0.0110392393,-1.0367811764705883
