IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.506476E-04,1.31831049,1.27921832,1.2786227941176471
0.0003,+1.145978E-03,1.31825044,1.2269564,1.2257627941176472
0.0005,+1.338359E-03,1.31787188,1.17472818,1.172902794117647
0.001,+1.819967E-03,1.31784657,1.04433819,1.040752794117647
0.002,+2.777422E-03,1.31784181,0.783637918,0.7764527941176471
0.003,+3.733137E-03,1.31773165,0.523226709,0.512152794117647
0.004,+4.692661E-03,1.31775217,0.261921516,0.24785279411764694
0.005,+5.648740E-03,1.3177388,0.00148097656,-0.016447205882353044
0.006,+6.600159E-03,1.31787371,-0.258332376,-0.280747205882353
0.007,+7.556051E-03,1.31778844,-0.518837514,-0.5450472058823532
0.008,+8.516546E-03,1.31786835,-0.779203154,-0.809347205882353
0.009,+9.475487E-03,1.31786237,-1.03965643,-1.0736472058823525
0.01,+1.043531E-02,1.31796606,-1.30006349,-1.337947205882353
