IL,ITOT,VOUT,VDROP
0.0001,+2.205633E-03,0.696339871,0.314391717
0.0003,+2.400490E-03,0.696415516,0.262611994
0.0005,+2.599725E-03,0.696193299,0.210020974
0.001,+3.094592E-03,0.696368157,0.0805391224
0.002,+4.077594E-03,0.696232722,-0.178326769
0.003,+5.057287E-03,0.696338942,-0.436559585
0.004,+6.042808E-03,0.695988892,-0.695532057
0.005,+7.026338E-03,0.696163495,-0.954483402
0.006,+8.011850E-03,0.696139391,-1.21345742
0.007,+8.992733E-03,0.696227059,-1.47221456
0.008,+9.976028E-03,0.696195605,-1.73120079
0.009,+1.049989E-02,0.694970205,-1.99016624
0.01,+1.049986E-02,0.649328101,-2.249176
