IL,ITOT,VOUT,VDROP
0.0001,+3.162678E-03,1.1934637,0.560350368
0.0003,+3.357540E-03,1.19343977,0.508532195
0.0005,+3.552890E-03,1.19348883,0.456719872
0.001,+4.045784E-03,1.19331393,0.327203233
0.002,+5.033182E-03,1.19373639,0.0674371158
0.003,+6.015853E-03,1.19392822,-0.19143121
0.004,+6.997656E-03,1.19371099,-0.449643806
0.005,+7.980405E-03,1.19385656,-0.708657381
0.006,+8.963887E-03,1.1938511,-0.967623206
0.007,+9.947300E-03,1.19388648,-1.22658504
0.008,+1.049988E-02,1.19256595,-1.48535629
0.009,+1.049987E-02,1.04719498,-1.74432045
0.01,+1.049987E-02,0.821994016,-2.00332185
