IL,ITOT,VOUT,VDROP
0.0001,+2.972007E-03,1.09396611,0.510985728
0.0003,+3.165836E-03,1.0942789,0.459403218
0.0005,+3.361323E-03,1.09419309,0.407612139
0.001,+3.854421E-03,1.09414037,0.278067435
0.002,+4.841516E-03,1.09412535,0.0182906616
0.003,+5.824259E-03,1.09406908,-0.240598685
0.004,+6.804597E-03,1.09438343,-0.498959723
0.005,+7.789518E-03,1.09402578,-0.757711021
0.006,+8.770920E-03,1.09372863,-1.01668708
0.007,+9.754186E-03,1.09397658,-1.27568633
0.008,+1.049989E-02,1.09308927,-1.53468117
0.009,+1.049986E-02,1.04642606,-1.79364136
0.01,+1.049986E-02,0.773465733,-2.0523942
