IL,ITOT,VOUT,VDROP
0.0001,+4.122823E-03,1.69380153,0.806398847
0.0003,+4.316932E-03,1.69381531,0.754579903
0.0005,+4.512079E-03,1.69375544,0.702757724
0.001,+5.003220E-03,1.69369452,0.573193814
0.002,+5.988003E-03,1.69376171,0.314153709
0.003,+6.974785E-03,1.69386489,0.0543790203
0.004,+7.957391E-03,1.69402347,-0.204524492
0.005,+8.939080E-03,1.69411073,-0.462765145
0.006,+9.922425E-03,1.69395006,-0.721828679
0.007,+1.049988E-02,1.65780209,-0.980785504
0.008,+1.049988E-02,1.49795483,-1.2398052
0.009,+1.049988E-02,1.30081824,-1.49858848
0.01,+1.049987E-02,1.0625766,-1.75757806
