IL,ITOT,VOUT,VDROP
0.0001,+3.933288E-03,1.59407911,0.757061768
0.0003,+4.127006E-03,1.59417579,0.705230549
0.0005,+4.321641E-03,1.59412367,0.653426057
0.001,+4.814804E-03,1.59393459,0.523877688
0.002,+5.798215E-03,1.59412633,0.265029193
0.003,+6.784682E-03,1.59409244,0.00520847861
0.004,+7.766535E-03,1.59415651,-0.253665047
0.005,+8.748636E-03,1.59405796,-0.512058934
0.006,+9.731848E-03,1.59411715,-0.770859095
0.007,+1.049988E-02,1.59359984,-1.0298555
0.008,+1.049988E-02,1.43936386,-1.28884729
0.009,+1.049988E-02,1.24894209,-1.54785203
0.01,+1.049987E-02,1.01469893,-1.80685253
