IL,ITOT,VOUT,VDROP
0.0001,+2.396443E-03,0.79562022,0.363492655
0.0003,+2.593339E-03,0.795481299,0.311702732
0.0005,+2.790127E-03,0.795653035,0.259887584
0.001,+3.286816E-03,0.795506542,0.129713248
0.002,+4.267236E-03,0.795645881,-0.129170444
0.003,+5.247986E-03,0.795422239,-0.387422705
0.004,+6.234463E-03,0.795697823,-0.64649039
0.005,+7.215238E-03,0.795332887,-0.90539073
0.006,+8.198913E-03,0.795237103,-1.16413081
0.007,+9.183733E-03,0.79530159,-1.42307294
0.008,+1.016563E-02,0.795092784,-1.68207473
0.009,+1.049988E-02,0.793462801,-1.94105172
0.01,+1.049986E-02,0.653341668,-2.19979564
