IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.573119E-04,1.46073486,1.41631778,1.4292058088235293
0.0003,+4.531391E-04,1.46068844,1.36400012,1.3763458088235294
0.0005,+6.502009E-04,1.46065461,1.31167311,1.3234858088235293
0.001,+1.142784E-03,1.46069627,1.18097361,1.1913358088235293
0.002,+2.128828E-03,1.46066928,0.919556286,0.9270358088235293
0.003,+3.113948E-03,1.46063655,0.658413892,0.6627358088235293
0.004,+4.099991E-03,1.46050593,0.397106732,0.39843580882352936
0.005,+5.085275E-03,1.46061295,0.135012238,0.13413580882352916
0.006,+6.075139E-03,1.46025468,-0.126214011,-0.13016419117647082
0.007,+7.059047E-03,1.46050899,-0.386925208,-0.3944641911764708
0.008,+8.044858E-03,1.46051404,-0.64804784,-0.658764191176471
0.009,+9.031467E-03,1.46056243,-0.909234654,-0.9230641911764705
0.01,+1.001798E-02,1.4605274,-1.1704551,-1.187364191176471
