IL,ITOT,VOUT,VDROP
0.0001,+2.999638E-03,1.29001352,0.615990408
0.0003,+3.189006E-03,1.2901134,0.563418708
0.0005,+3.386247E-03,1.28998063,0.510813617
0.001,+3.884475E-03,1.29016249,0.379357235
0.002,+4.885620E-03,1.29024941,0.115687292
0.003,+5.881834E-03,1.29046482,-0.147138371
0.004,+6.875230E-03,1.29031116,-0.409195625
0.005,+7.874166E-03,1.29041593,-0.672083985
0.006,+8.868331E-03,1.29020431,-0.934651354
0.007,+9.865014E-03,1.29035491,-1.19747033
0.008,+1.050002E-02,1.28999015,-1.46026005
0.009,+1.050000E-02,1.09356608,-1.7230603
0.01,+1.050000E-02,0.85637995,-1.98583092
