IL,ITOT,VOUT,VDROP
0.0001,+3.764725E-03,1.68992449,0.815829309
0.0003,+3.951774E-03,1.68995011,0.763220276
0.0005,+4.148007E-03,1.68999462,0.710636156
0.001,+4.645574E-03,1.69000948,0.579189101
0.002,+5.643880E-03,1.69015671,0.316244953
0.003,+6.643643E-03,1.68999332,0.0524449091
0.004,+7.640779E-03,1.69027603,-0.210411829
0.005,+8.634190E-03,1.69028918,-0.472410614
0.006,+9.630578E-03,1.69029931,-0.735321842
0.007,+1.050006E-02,1.69010571,-0.998168268
0.008,+1.050006E-02,1.51954238,-1.2610166
0.009,+1.050005E-02,1.30280582,-1.52363466
0.01,+1.050004E-02,1.05329613,-1.78648806
