IL,ITOT,VOUT,VDROP
0.0001,+3.202742E-03,1.28850605,0.613373741
0.0003,+3.365730E-03,1.28859586,0.560805707
0.0005,+3.556644E-03,1.28904085,0.508226589
0.001,+4.049649E-03,1.28872909,0.376802826
0.002,+5.041974E-03,1.28865907,0.113260547
0.003,+6.030132E-03,1.28866506,-0.149439174
0.004,+7.014625E-03,1.28839668,-0.411459519
0.005,+8.004474E-03,1.28828456,-0.674347515
0.006,+8.990434E-03,1.28814906,-0.936885375
0.007,+9.979419E-03,1.28839511,-1.19966444
0.008,+1.049985E-02,1.28942139,-1.46248506
0.009,+1.049984E-02,1.12113606,-1.72531671
0.01,+1.049984E-02,0.899671234,-1.98811764
