IL,ITOT,VOUT,VDROP
0.0001,+1.837838E-03,0.590424644,0.264082296
0.0003,+2.016597E-03,0.590674309,0.210636656
0.0005,+2.212345E-03,0.590578705,0.158099692
0.001,+2.710654E-03,0.589998301,0.0267962999
0.002,+3.704622E-03,0.589298233,-0.235797957
0.003,+4.695102E-03,0.589002759,-0.497794733
0.004,+5.684047E-03,0.588406635,-0.760273323
0.005,+6.674305E-03,0.588580951,-1.02302275
0.006,+7.662480E-03,0.588392132,-1.28574318
0.007,+8.652069E-03,0.588296439,-1.54846586
0.008,+9.639029E-03,0.588083584,-1.81122723
0.009,+1.049986E-02,0.58802278,-2.07368766
0.01,+1.049985E-02,0.589997424,-2.33623875
