IL,ITOT,VOUT,VDROP
0.0001,+3.005980E-03,1.18810328,0.563517388
0.0003,+3.172255E-03,1.18858781,0.510925115
0.0005,+3.364451E-03,1.18861514,0.45837264
0.001,+3.857568E-03,1.18854878,0.326957516
0.002,+4.848970E-03,1.18822197,0.0633468725
0.003,+5.837366E-03,1.18790622,-0.199301253
0.004,+6.823071E-03,1.18813522,-0.461230459
0.005,+7.811770E-03,1.18784263,-0.724090885
0.006,+8.800189E-03,1.18780664,-0.986846943
0.007,+9.789599E-03,1.18805931,-1.24962935
0.008,+1.049986E-02,1.18852178,-1.51222773
0.009,+1.049984E-02,1.13519252,-1.77504071
0.01,+1.049984E-02,0.850491245,-2.03784683
