time,IL
0,0.0001
9.999999999999999e-12,0.0001
1.188574629922525e-11,0.0001037526351354583
1.565723889767576e-11,0.0001112579054063748
1.85849315454232e-11,0.0001170840137753922
2.245119124976531e-11,0.000124777870587033
2.929995712106516e-11,0.0001384069146709197
3.958906076820968e-11,0.0001588822309287373
4.937971073657393e-11,0.0001783656243657821
5.93774773789816e-11,0.0001982611799841734
6.983358907702912e-11,0.0002190688422632879
8.091284171631743e-11,0.0002411165550154717
9.32166128704864e-11,0.0002656010596122679
1.077622857652385e-10,0.0002945469486728246
1.254074050350341e-10,0.0003296607360197178
1.499069465427081e-10,0.0003784148236199891
1.697504220809329e-10,0.0004179033399410564
1.883587426263833e-10,0.0004549338978265028
2.081604958654988e-10,0.0004943393867723427
2.293006416748402e-10,0.000536408276932932
2.535508809920144e-10,0.0005846662531741086
2.845715416997008e-10,0.0006463973679824045
3.107518028834383e-10,0.0006984960877380424
3.369621531190996e-10,0.0007506546847070082
3.665329670191483e-10,0.0008095006043681051
4.056335019464856e-10,0.0008873106688735064
4.838345718011602e-10,0.001042930797884309
5.419783957293121e-10,0.001158637007501331
6.071966013359421e-10,0.001288421236658525
6.75402845951069e-10,0.001424151663442628
7.487169795172615e-10,0.001570046789239351
8.342425923581961e-10,0.001740242758792811
9.38592031507543e-10,0.001947898142700011
1.089815879051965e-09,0.002248833599313411
1.250796197146337e-09,0.002569184432321211
1.373268752899219e-09,0.002812904818269445
1.489847585521639e-09,0.00304489669518806
1.61102978707943e-09,0.003286049276288067
1.748894430970375e-09,0.003560399917631047
1.939157134550234e-09,0.003939022697754965
2.204768649518284e-09,0.004467589612541384
2.456679711327715e-09,0.004968892625542154
2.684720265082008e-09,0.005422693327513196
2.897668645999818e-09,0.005846460605539638
3.102671586122493e-09,0.006254416456383761
3.307814784293768e-09,0.006662651420744599
3.520856345230164e-09,0.007086604127008027
3.745553722102799e-09,0.007533751906984571
3.947794911153021e-09,0.007936211873194512
4.135741407837776e-09,0.008310225401597175
4.314456582772481e-09,0.008665868599717238
4.493920522116118e-09,0.009023001839011075
4.687178332501629e-09,0.009407584881678243
4.877077419939651e-09,0.009785484065679907
5.057343641999508e-09,0.01014421384757902
5.231644438579313e-09,0.01049107243277283
5.402547830402996e-09,0.01083117018250196
5.572798374491885e-09,0.01116996876523885
5.745734716127074e-09,0.01151411208509288
5.926440971046702e-09,0.01187371753238294
6.109191201869258e-09,0.01223739049171983
6.274617538107089e-09,0.01256658890083311
6.432358966030178e-09,0.01288049434240006
6.596140415845821e-09,0.01320641942753318
6.772271299485042e-09,0.01355691988597523
6.945200133079524e-09,0.01390104826482825
7.122248017146185e-09,0.01425337355412091
7.311005718496407e-09,0.01462900137980785
7.523056000011624e-09,0.01505098144002313
7.777434044064418e-09,0.01555719374768819
8.05943361805797e-09,0.01611837289993536
8.386023665409154e-09,0.01676828709416422
8.731099755218808e-09,0.01745498851288543
9.076858904006269e-09,0.01814304921897248
9.44766722800404e-09,0.01888095778372804
9.728833614002021e-09,0.01944047889186402
1.001e-08,0.02
1.002532888329098e-08,0.02
1.004047040512382e-08,0.02
1.005749711609161e-08,0.02
1.008029035430923e-08,0.02
1.009634699966549e-08,0.02
1.011179215703952e-08,0.02
1.012863331747834e-08,0.02
1.014774043455781e-08,0.02
1.01713725492524e-08,0.02
1.02031085863432e-08,0.02
1.025895741375133e-08,0.02
1.031626880788182e-08,0.02
1.036919609791657e-08,0.02
1.042812704347449e-08,0.02
1.050006755193966e-08,0.02
1.06030112000184e-08,0.02
1.073811805604655e-08,0.02
1.088100727857542e-08,0.02
1.103744356093425e-08,0.02
1.122217821036601e-08,0.02
1.143998317580899e-08,0.02
1.167020101966751e-08,0.02
1.192080242957103e-08,0.02
1.217594892774994e-08,0.02
1.247775768880416e-08,0.02
1.28989874000654e-08,0.02
1.341903022501144e-08,0.02
1.409867195008578e-08,0.02
1.496677461662519e-08,0.02
1.583993702025034e-08,0.02
1.678675444793634e-08,0.02
1.780006591177019e-08,0.02
1.878166142418128e-08,0.02
1.981176405172152e-08,0.02
2.092986535109522e-08,0.02
2.219069945589625e-08,0.02
2.371253275749516e-08,0.02
2.578487489989018e-08,0.02
2.646971320121619e-08,0.02
2.783938980386821e-08,0.02
3.057874300917226e-08,0.02
3.39967899057927e-08,0.02
3.943088310058204e-08,0.02
4.770381424837418e-08,0.02
5.650300582443674e-08,0.02
6.768104521466315e-08,0.02
7.682140505001956e-08,0.02
9.044280109917222e-08,0.02
1.030071829077297e-07,0.02
1.164091706040846e-07,0.02
1.32969891692496e-07,0.02
1.535984930391162e-07,0.02
1.802515405129889e-07,0.02
2.163735011311414e-07,0.02
2.642834831239477e-07,0.02
3.322318619470278e-07,0.02
4.322318619470278e-07,0.02
5.322318619470278e-07,0.02
6.322318619470277e-07,0.02
7.322318619470277e-07,0.02
8.322318619470277e-07,0.02
9.322318619470277e-07,0.02
1.032231861947028e-06,0.02
1.132231861947028e-06,0.02
1.186120930973514e-06,0.02
1.24001e-06,0.02
1.2400490625e-06,0.01992226562500004
1.240095445296398e-06,0.01982996386016746
1.24011466712089e-06,0.01979171242942823
1.240138729874883e-06,0.01974382754898219
1.240160124157528e-06,0.01970125292651897
1.240181929674708e-06,0.01965785994733055
1.240208523559384e-06,0.01960493811682583
1.240245210434359e-06,0.01953193123562523
1.24031858418431e-06,0.01938591747322403
1.240373330416228e-06,0.01927697247170594
1.240428681547118e-06,0.0191668237212352
1.24049424110989e-06,0.01903636019131854
1.240581041434899e-06,0.01886362754455092
1.240714625045176e-06,0.01859779616009919
