VIN,ITOT,VOUT,VDROP
3.3,+3.337426E-03,2.45859405,-0.973852316
3.2,+3.309146E-03,2.45902646,-0.973855152
3.1,+3.171113E-03,2.45914353,-0.973894659
3.0,+3.156255E-03,2.45924862,-0.973821754
2.9,+3.116662E-03,2.45925117,-0.973837825
2.8,+3.005983E-03,2.45927335,-0.97385019
2.7,+2.904956E-03,2.45919289,-0.973843093
2.6,+2.799919E-03,2.45391119,-0.973828229
2.5,+2.694885E-03,1.61410654,-0.974140871
2.4,+2.589745E-03,1.52047765,-0.974161386
2.3,+2.484585E-03,1.42001559,-0.974163905
2.2,+2.379507E-03,1.32060258,-0.974194937
2.1,+2.274353E-03,1.22136304,-0.974173076
2.0,+2.169288E-03,1.12217177,-0.974165851
