VIN,ITOT,VOUT,VDROP
3.3,+3.215903E-03,1.98893129,1.00132514
3.2,+3.202018E-03,1.988785,1.00131638
3.1,+3.190789E-03,1.98873085,1.001336
3.0,+3.179383E-03,1.98861442,1.00130552
2.9,+3.166506E-03,1.98855316,1.00130346
2.8,+3.143716E-03,1.98845402,1.00131449
2.7,+3.092234E-03,1.98828871,1.00130182
2.6,+2.869183E-03,1.92124448,1.00132039
2.5,+2.584030E-03,1.82777791,1.00130042
2.4,+2.294956E-03,1.73381149,1.00133126
2.3,+2.006115E-03,1.64014801,1.00130952
2.2,+1.719392E-03,1.54737003,1.00131401
2.1,+1.436037E-03,1.45547034,1.0012741
2.0,+1.155791E-03,1.36489261,1.00129765
