IL,ITOT,VOUT,VDROP
0.0001,+2.922330E-03,1.09489594,0.517713341
0.0003,+3.113116E-03,1.09422316,0.466221051
0.0005,+3.310217E-03,1.09451497,0.414490969
0.001,+3.799049E-03,1.09460946,0.285153539
0.002,+4.778443E-03,1.09468667,0.0257629927
0.003,+5.753099E-03,1.09459764,-0.232733863
0.004,+6.729127E-03,1.09430481,-0.490726943
0.005,+7.706061E-03,1.09431247,-0.749093691
0.006,+8.682203E-03,1.09477367,-1.00769299
0.007,+9.660277E-03,1.09493946,-1.26625363
0.008,+1.049992E-02,1.09414096,-1.52478903
0.009,+1.049991E-02,1.07400967,-1.78332152
0.01,+1.049990E-02,0.793580018,-2.04157903
