IL,ITOT,VOUT,VDROP
0.0001,+2.539616E-03,0.895631663,0.419685668
0.0003,+2.736262E-03,0.895788951,0.367909293
0.0005,+2.931450E-03,0.895740881,0.316200909
0.001,+3.422522E-03,0.895732425,0.186081196
0.002,+4.399437E-03,0.895795452,-0.0724473207
0.003,+5.373473E-03,0.895639464,-0.330388685
0.004,+6.350251E-03,0.895842831,-0.588808558
0.005,+7.326886E-03,0.895839947,-0.847362216
0.006,+8.304209E-03,0.895756966,-1.10592983
0.007,+9.280740E-03,0.895956128,-1.36448208
0.008,+1.025854E-02,0.895857161,-1.62298656
0.009,+1.049992E-02,0.892715874,-1.8812591
0.01,+1.049990E-02,0.679317409,-2.13974196
