IL,ITOT,VOUT,VDROP
0.0001,+1.989761E-03,0.602493504,0.272427805
0.0003,+2.183997E-03,0.601903026,0.219880065
0.0005,+2.384165E-03,0.60242402,0.168130816
0.001,+2.869975E-03,0.601880413,0.0388574156
0.002,+3.846066E-03,0.601838901,-0.219636533
0.003,+4.822867E-03,0.602246128,-0.477626264
0.004,+5.799154E-03,0.60236365,-0.735976657
0.005,+6.775979E-03,0.602295648,-0.99459197
0.006,+7.752147E-03,0.602382049,-1.25314898
0.007,+8.729955E-03,0.602513015,-1.51170003
0.008,+9.703925E-03,0.601871511,-1.77024022
0.009,+1.049993E-02,0.601319058,-2.02850009
0.01,+1.049991E-02,0.596161641,-2.28695391
