IL,ITOT,VOUT,VDROP
0.0001,+3.867888E-03,1.59418785,0.763437648
0.0003,+4.064567E-03,1.59443434,0.71165985
0.0005,+4.259372E-03,1.59447306,0.659898532
0.001,+4.748143E-03,1.59410003,0.530583496
0.002,+5.724058E-03,1.59447098,0.272138953
0.003,+6.703778E-03,1.5944998,0.0127275229
0.004,+7.679307E-03,1.59422,-0.245748349
0.005,+8.654021E-03,1.59433742,-0.50378162
0.006,+9.630305E-03,1.5944087,-0.762159551
0.007,+1.049993E-02,1.5940596,-1.02079617
0.008,+1.049992E-02,1.46389878,-1.27933965
0.009,+1.049992E-02,1.26945276,-1.53789042
0.01,+1.049990E-02,1.0349341,-1.79642953
