IL,ITOT,VOUT,VDROP
0.0001,+3.490282E-03,1.39444857,0.665328641
0.0003,+3.685239E-03,1.39439225,0.613582234
0.0005,+3.882436E-03,1.39438533,0.561843151
0.001,+4.369159E-03,1.395022,0.432509368
0.002,+5.347434E-03,1.39421594,0.173095049
0.003,+6.325796E-03,1.39470414,-0.0854672423
0.004,+7.300114E-03,1.39472866,-0.343424576
0.005,+8.276044E-03,1.39459626,-0.601858714
0.006,+9.251919E-03,1.39406149,-0.860434616
0.007,+1.022911E-02,1.3942079,-1.11902873
0.008,+1.049992E-02,1.38316829,-1.37757888
0.009,+1.049992E-02,1.16618082,-1.63611718
0.01,+1.049991E-02,0.939339004,-1.89437599
