IL,ITOT,VOUT,VDROP
0.0001,+3.680420E-03,1.49428116,0.714374322
0.0003,+3.874537E-03,1.49423118,0.662604403
0.0005,+4.072143E-03,1.49485754,0.610869483
0.001,+4.558293E-03,1.49433564,0.481540911
0.002,+5.539954E-03,1.49473205,0.222189633
0.003,+6.516440E-03,1.49496793,-0.0363835566
0.004,+7.489702E-03,1.49468553,-0.294181715
0.005,+8.466705E-03,1.49487791,-0.552790264
0.006,+9.444662E-03,1.4950022,-0.811410761
0.007,+1.042282E-02,1.49508691,-1.06998391
0.008,+1.049991E-02,1.43815037,-1.32832152
0.009,+1.049991E-02,1.21803003,-1.58685227
0.01,+1.049991E-02,0.98736501,-1.84535137
