VIN,ITOT,VOUT,VDROP
3.3,+3.225316E-03,1.99010663,0.995801159
3.2,+3.214930E-03,1.99006124,0.995768348
3.1,+3.204781E-03,1.99000173,0.995803141
3.0,+3.191465E-03,1.99002844,0.995777174
2.9,+3.156175E-03,1.9904864,0.995794618
2.8,+2.951552E-03,1.9375783,0.995782996
2.7,+2.658744E-03,1.84046689,0.995774559
2.6,+2.359598E-03,1.74341265,0.995778659
2.5,+2.060664E-03,1.64670411,0.995786754
2.4,+1.763091E-03,1.5504297,0.995797012
2.3,+1.467535E-03,1.45467947,0.995772852
2.2,+1.174526E-03,1.35992147,0.995756881
2.1,+8.853360E-04,1.2663834,0.995785878
2.0,+6.029173E-04,1.17507449,0.995807631
