VIN,ITOT,VOUT,VDROP
1.8,+6.307558E-03,1.30106389,-0.0107112994
1.775,+6.241499E-03,1.30104768,-0.0107269696
1.75,+6.217702E-03,1.30051318,-0.0107304945
1.725,+6.200591E-03,1.30028937,-0.0107307364
1.7,+6.184333E-03,1.30040661,-0.0107321013
1.675,+6.169046E-03,1.30008679,-0.0107276229
1.65,+6.152587E-03,1.29962015,-0.0107315787
1.625,+6.136864E-03,1.29961697,-0.0107288544
1.6,+6.122156E-03,1.29931261,-0.0107308865
1.575,+6.107366E-03,1.29911594,-0.0107288905
1.55,+6.093391E-03,1.29912583,-0.0107295355
1.525,+6.076750E-03,1.29882513,-0.0107311617
1.5,+6.062791E-03,1.29889837,-0.0107205592
1.475,+6.046809E-03,1.29876219,-0.0107213849
1.45,+6.032145E-03,1.29874172,-0.0107174152
1.425,+6.015243E-03,1.29819707,-0.0107264248
1.4,+6.000107E-03,1.29815672,-0.0107105461
1.375,+5.984156E-03,1.29806123,-0.010724729
1.35,+5.968606E-03,1.29801027,-0.010720259
1.325,+5.954201E-03,1.29764359,-0.0107229388
1.3,+5.867246E-03,1.28214531,-0.0107179406
1.275,+5.723414E-03,1.25736176,-0.0107235281
1.25,+5.581223E-03,1.2324631,-0.0107310505
1.225,+5.441459E-03,1.20756533,-0.0107268362
1.2,+5.304958E-03,1.18266177,-0.0107384394
1.175,+5.171908E-03,1.15768827,-0.0107309004
1.15,+5.043019E-03,1.1327678,-0.0107223411
1.125,+4.918023E-03,1.10780616,-0.010724654
1.1,+4.797191E-03,1.08286303,-0.0107232696
1.075,+4.680205E-03,1.05787762,-0.0107311812
1.05,+4.566683E-03,1.03292135,-0.0107390427
1.025,+4.456248E-03,1.00791414,-0.0107352175
1.0,+4.348595E-03,0.982941009,-0.0107428344
