IL,ITOT,VOUT,VDROP
0.0001,+4.187200E-03,1.70061237,-0.0104638038
0.0003,+4.342665E-03,1.70052471,-0.0104738975
0.0005,+4.533397E-03,1.70085223,-0.0104963812
0.001,+5.023431E-03,1.70063114,-0.0105384158
0.002,+6.011883E-03,1.70019728,-0.010602884
0.003,+7.002588E-03,1.70015863,-0.0106803093
0.004,+7.990626E-03,1.70007108,-0.0107516605
0.005,+8.974921E-03,1.70001463,-0.0108236928
0.006,+9.962433E-03,1.6999602,-0.0108827097
0.007,+1.049988E-02,1.66792398,-0.010947203
0.008,+1.049987E-02,1.51020124,-0.011037299
0.009,+1.049987E-02,1.32230485,-0.0111107685
0.01,+1.049987E-02,1.0937151,-0.0111753201
