IL,ITOT,VOUT,VDROP
0.0001,+2.043201E-03,0.606192823,-0.0106174451
0.0003,+2.220670E-03,0.605790754,-0.0106358145
0.0005,+2.417734E-03,0.605664602,-0.0106466894
0.001,+2.920471E-03,0.605181863,-0.0106919042
0.002,+3.920594E-03,0.604391743,-0.0107650957
0.003,+4.912951E-03,0.604035125,-0.0108307927
0.004,+5.904872E-03,0.603579211,-0.0109159154
0.005,+6.896857E-03,0.60342002,-0.0109966237
0.006,+7.887507E-03,0.60329771,-0.0110528107
0.007,+8.878108E-03,0.60303374,-0.011122519
0.008,+9.865254E-03,0.602952435,-0.0111857753
0.009,+1.049988E-02,0.601318179,-0.0112623165
0.01,+1.049986E-02,0.597948912,-0.0113204605
