IL,ITOT,VOUT,VDROP
0.0001,+3.026640E-03,1.10259087,-0.0105522624
0.0003,+3.192094E-03,1.10250198,-0.0105721413
0.0005,+3.386363E-03,1.10238685,-0.0105825436
0.001,+3.881780E-03,1.10240559,-0.0106117769
0.002,+4.876483E-03,1.10195983,-0.0106888769
0.003,+5.867877E-03,1.10186989,-0.0107717674
0.004,+6.854835E-03,1.10170077,-0.0108304035
0.005,+7.843200E-03,1.10139511,-0.0109086544
0.006,+8.832227E-03,1.10133932,-0.0109686581
0.007,+9.820106E-03,1.10103514,-0.0110450743
0.008,+1.049989E-02,1.09999843,-0.0111198921
0.009,+1.049986E-02,1.07667768,-0.0111865759
0.01,+1.049986E-02,0.795773581,-0.0112752263
