IL,ITOT,VOUT,VDROP
0.0001,+3.416622E-03,1.30214436,-0.0105137888
0.0003,+3.579450E-03,1.30195383,-0.0105265235
0.0005,+3.771822E-03,1.30217655,-0.0105474254
0.001,+4.265461E-03,1.30195626,-0.0105843617
0.002,+5.258290E-03,1.30166626,-0.0106567304
0.003,+6.247342E-03,1.30150585,-0.0107295132
0.004,+7.233205E-03,1.30117516,-0.0107996691
0.005,+8.222213E-03,1.30112855,-0.0108605652
0.006,+9.209333E-03,1.30107129,-0.0109382379
0.007,+1.019856E-02,1.30113597,-0.0110152156
0.008,+1.049988E-02,1.2991508,-0.0110809348
0.009,+1.049987E-02,1.10553674,-0.0111638948
0.01,+1.049986E-02,0.895004528,-0.0112313014
