IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.536161E-04,1.54816871,1.50955642,1.5295944852941177
0.0003,+4.423736E-04,1.54802323,1.45711313,1.4767344852941178
0.0005,+6.396363E-04,1.54784661,1.40470323,1.4238744852941176
0.001,+1.135274E-03,1.54781197,1.27361165,1.2917244852941177
0.002,+2.127757E-03,1.54768967,1.01154288,1.0274244852941177
0.003,+3.120066E-03,1.54754378,0.749441613,0.7631244852941176
0.004,+4.112227E-03,1.54750965,0.487603015,0.4988244852941177
0.005,+5.108604E-03,1.54750801,0.224662146,0.23452448529411773
0.006,+6.100153E-03,1.54736478,-0.0372699418,-0.029775514705882244
0.007,+7.090770E-03,1.54739387,-0.2985329,-0.2940755147058822
0.008,+8.083601E-03,1.54738652,-0.560564606,-0.5583755147058824
0.009,+9.075473E-03,1.54739966,-0.822351138,-0.8226755147058824
0.01,+1.006815E-02,1.54734512,-1.08436794,-1.0869755147058824
