IL,VOUT
1e-09,1.70172343600254
1.258925411794167e-09,1.701723437009839
1.584893192461114e-09,1.701723435483714
1.9952623149688803e-09,1.701723433562548
2.511886431509581e-09,1.701723431144086
3.1622776601683803e-09,1.701723428099654
3.981071705534974e-09,1.701723424267303
5.0118723362727255e-09,1.701723419443236
6.3095734448019354e-09,1.701723413371012
7.943282347242819e-09,1.70172340572798
1.000000000000001e-08,1.701723396108266
1.2589254117941681e-08,1.701723384001395
1.5848931924611153e-08,1.701723368765502
1.9952623149688813e-08,1.701723349593761
2.511886431509582e-08,1.701723325472396
3.1622776601683825e-08,1.701723295128233
3.9810717055349776e-08,1.701723256963336
5.0118723362727296e-08,1.701723208973742
6.30957344480194e-08,1.701723148648803
7.943282347242826e-08,1.701723072847011
1.000000000000001e-07,1.701722977643671
1.258925411794169e-07,1.701722858145375
1.584893192461116e-07,1.701722708266117
1.995262314968882e-07,1.701722520460395
2.511886431509584e-07,1.701722285410121
3.162277660168384e-07,1.701721991665323
3.981071705534979e-07,1.701721625244207
5.011872336272731e-07,1.701721169207327
6.309573444801943e-07,1.701720603234544
7.943282347242829e-07,1.701719903253198
1.000000000000002e-06,1.701719041191667
1.25892541179417e-06,1.701717984962597
1.584893192461117e-06,1.701716698809218
1.995262314968884e-06,1.701715144165898
2.511886431509586e-06,1.701713281173542
3.162277660168386e-06,1.701711141463724
3.981071705534982e-06,1.701708575645503
5.011872336272735e-06,1.701705606730131
6.309573444801948e-06,1.701702217841022
7.943282347242835e-06,1.701698404900109
1.000000000000003e-05,1.701694178108544
1.258925411794171e-05,1.701689561902375
1.584893192461118e-05,1.701684593281633
1.995262314968885e-05,1.701679318771199
2.511886431509587e-05,1.701673790549771
3.162277660168388e-05,1.701668062391996
3.981071705534984e-05,1.701662185994371
5.011872336272738e-05,1.701656208057451
6.309573444801952e-05,1.70165016826476
7.943282347242841e-05,1.701644098106843
0.0001,1.701638020382085
0.0001258925411794,1.701631949163247
0.0001584893192461,1.701625890028654
0.0001995262314968,1.701619840393759
0.0002511886431509,1.701613789821692
0.0003162277660168,1.701607720226842
0.0003981071705534,1.701601605907396
0.0005011872336272,1.701595413349113
0.0006309573444801,1.701589100735753
0.0007943282347242,1.70158261708546
0.001,1.701575900912289
0.0012589254117941,1.701568878290816
0.0015848931924611,1.701561460179119
0.0019952623149688,1.701553538827288
0.0025118864315095,1.701544983061265
0.0031622776601683,1.701535632184467
0.0039810717055349,1.701525288182681
0.0050118723362727,1.701513705843527
0.0063095734448019,1.701500580278884
0.0079432823472428,1.701485531108555
0.01,1.701468082163142
0.0125892541179417,1.701447634950214
0.0158489319246112,1.701423433217984
0.0199526231496888,1.701394514459755
0.0251188643150959,1.701359641396725
0.0316227766016839,1.701317200607692
0.0398107170553499,1.701265042040743
0.0501187233627274,1.701200198030496
0.0630957344480196,1.701118309523391
0.0794328234724285,1.701012123211015
0.1,1.700865012163083
0.0794328234724285,1.701012122868496
0.0630957344480196,1.701118309694751
0.0501187233627274,1.701200198122116
0.0398107170553499,1.701265041036935
0.0316227766016839,1.701317200553086
0.0251188643150959,1.701359641719812
0.0199526231496888,1.701394514895893
0.0158489319246112,1.701423433680635
0.0125892541179417,1.701447635423016
0.01,1.701468082653255
0.0079432823472428,1.701485531628734
0.0063095734448019,1.701500580841272
0.0050118723362727,1.701513706458367
0.0039810717055349,1.701525288859034
0.0031622776601683,1.701535632931294
0.0025118864315095,1.701544983887917
0.0019952623149688,1.701553539743277
0.0015848931924611,1.701561461193447
0.0012589254117941,1.701568879411096
0.001,1.701575902143753
0.0007943282347242,1.70158261842982
0.0006309573444801,1.701589102189987
0.0005011872336272,1.701595414904307
0.0003981071705534,1.701601607547822
0.0003162277660168,1.701607721929415
0.0002511886431509,1.701613791555867
0.0001995262314968,1.701619842121913
0.0001584893192461,1.701625891707003
0.0001258925411794,1.701631950743479
0.0001,1.701638021813933
7.943282347242841e-05,1.701644099341879
6.309573444801952e-05,1.701650169261484
5.011872336272738e-05,1.701656208787347
3.981071705534984e-05,1.701662186447978
3.162277660168388e-05,1.701668062583338
2.511886431509587e-05,1.701673790517134
1.995262314968885e-05,1.701679318572703
1.584893192461118e-05,1.70168459298562
1.258925411794171e-05,1.701689561574882
1.000000000000003e-05,1.701694177801817
7.943282347242835e-06,1.701698404645995
6.309573444801948e-06,1.701702217650885
5.011872336272735e-06,1.701705606599989
3.981071705534982e-06,1.701708575563218
3.162277660168386e-06,1.701711141410565
2.511886431509586e-06,1.701713331196959
1.995262314968884e-06,1.701715128993467
1.584893192461117e-06,1.701716685870459
1.25892541179417e-06,1.701717976031635
1.000000000000002e-06,1.701719035178862
7.943282347242829e-07,1.701719899256139
6.309573444801943e-07,1.701720600604105
5.011872336272731e-07,1.701721167490438
3.981071705534979e-07,1.701721624131065
3.162277660168384e-07,1.701721990947517
2.511886431509584e-07,1.701722284949263
1.995262314968882e-07,1.701722520165544
1.584893192461116e-07,1.701722708078005
1.258925411794169e-07,1.70172285802563
1.000000000000001e-07,1.701722977567585
7.943282347242826e-08,1.701723072798734
6.30957344480194e-08,1.701723148618207
5.0118723362727296e-08,1.701723208954367
3.9810717055349776e-08,1.701723256951077
3.1622776601683825e-08,1.701723295120481
2.511886431509582e-08,1.701723325467496
1.9952623149688813e-08,1.701723349590664
1.5848931924611153e-08,1.701723368763547
1.2589254117941681e-08,1.70172338400016
1.000000000000001e-08,1.701723396107486
7.943282347242819e-09,1.701723405727488
6.3095734448019354e-09,1.7017234133707
5.0118723362727255e-09,1.701723419443042
