IL,ITOT,VOUT,VDROP
0.0001,+3.132727E-03,1.19359311,0.563533614
0.0003,+3.327025E-03,1.19345767,0.511810522
0.0005,+3.522011E-03,1.19334279,0.460091845
0.001,+4.012152E-03,1.19345962,0.330809004
0.002,+4.994164E-03,1.19345027,0.0715140991
0.003,+5.973946E-03,1.19337762,-0.186880046
0.004,+6.951574E-03,1.19372928,-0.444621002
0.005,+7.930685E-03,1.19351367,-0.703167318
0.006,+8.912047E-03,1.19356479,-0.96163304
0.007,+9.892284E-03,1.19360716,-1.22012897
0.008,+1.049991E-02,1.19217693,-1.47844158
0.009,+1.049989E-02,1.07033679,-1.73690622
0.01,+1.049989E-02,0.832645972,-1.99537745
