IL,ITOT,VOUT,VDROP
0.0001,+3.515056E-03,1.39336067,0.661834709
0.0003,+3.709195E-03,1.39359741,0.610069614
0.0005,+3.904306E-03,1.39357253,0.558346054
0.001,+4.395049E-03,1.39354676,0.429094085
0.002,+5.377233E-03,1.39341088,0.169750606
0.003,+6.357760E-03,1.3938003,-0.0887285553
0.004,+7.335857E-03,1.39364194,-0.346601547
0.005,+8.314285E-03,1.39392345,-0.604969885
0.006,+9.294094E-03,1.39370028,-0.863424328
0.007,+1.027464E-02,1.39368309,-1.12193583
0.008,+1.049991E-02,1.3789009,-1.38041459
0.009,+1.049990E-02,1.15596889,-1.63887198
0.01,+1.049989E-02,0.929469848,-1.89712619
