IL,ITOT,VOUT,VDROP
0.0001,+2.560348E-03,0.895066762,0.416343724
0.0003,+2.753823E-03,0.894748002,0.364606092
0.0005,+2.950169E-03,0.894697443,0.312896174
0.001,+3.443120E-03,0.894641046,0.182836937
0.002,+4.422137E-03,0.894769983,-0.0756238278
0.003,+5.400310E-03,0.894725529,-0.333480936
0.004,+6.379325E-03,0.894756804,-0.591827387
0.005,+7.360050E-03,0.894817456,-0.850329859
0.006,+8.340764E-03,0.895091759,-1.10884171
0.007,+9.320705E-03,0.895230368,-1.36732346
0.008,+1.029993E-02,0.894793351,-1.6258119
0.009,+1.049991E-02,0.891912689,-1.88404931
0.01,+1.049989E-02,0.679472617,-2.14250793
