IL,ITOT,VOUT,VDROP
0.0001,+1.998058E-03,0.599569051,0.269054949
0.0003,+2.196057E-03,0.599487267,0.216553672
0.0005,+2.392920E-03,0.599474672,0.164861002
0.001,+2.882470E-03,0.599442147,0.0356188754
0.002,+3.862399E-03,0.599389069,-0.222784588
0.003,+4.842244E-03,0.599700255,-0.480761326
0.004,+5.819735E-03,0.5997098,-0.73902063
0.005,+6.798756E-03,0.59957566,-0.99755159
0.006,+7.779218E-03,0.599403371,-1.25603713
0.007,+8.759432E-03,0.599401007,-1.51455367
0.008,+9.738912E-03,0.599462068,-1.77303414
0.009,+1.049992E-02,0.599002203,-2.03128008
0.01,+1.049989E-02,0.593544771,-2.28969798
