IL,ITOT,VOUT,VDROP
0.0001,+2.372718E-03,0.795930872,0.367111589
0.0003,+2.566329E-03,0.795874807,0.315376129
0.0005,+2.762319E-03,0.795744834,0.263669122
0.001,+3.254541E-03,0.795935653,0.133740366
0.002,+4.235136E-03,0.795894794,-0.124689911
0.003,+5.211662E-03,0.795885608,-0.382471769
0.004,+6.192714E-03,0.795824586,-0.641110101
0.005,+7.173715E-03,0.795888379,-0.899532017
0.006,+8.150422E-03,0.795810787,-1.15782269
0.007,+9.130075E-03,0.795845148,-1.41627507
0.008,+1.011076E-02,0.795833089,-1.67473711
0.009,+1.049991E-02,0.793820055,-1.93322668
0.01,+1.049989E-02,0.650727317,-2.19145162
