IL,ITOT,VOUT,VDROP
0.0001,+3.707410E-03,1.49390105,0.710814841
0.0003,+3.901681E-03,1.49383301,0.659085533
0.0005,+4.094992E-03,1.49348171,0.607352043
0.001,+4.586552E-03,1.49388904,0.478080594
0.002,+5.570010E-03,1.49359283,0.218806074
0.003,+6.549622E-03,1.49393422,-0.0396700748
0.004,+7.526318E-03,1.4937872,-0.297386001
0.005,+8.506600E-03,1.4937716,-0.555891533
0.006,+9.486103E-03,1.49409997,-0.814445499
0.007,+1.046712E-02,1.493973,-1.07296486
0.008,+1.049990E-02,1.43176391,-1.33124515
0.009,+1.049989E-02,1.20806935,-1.58970991
0.01,+1.049988E-02,0.977197682,-1.84815027
