IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.761720E-04,1.0018259,0.963231814,0.9774567647058824
0.0003,+1.090377E-03,1.00085095,0.910680813,0.9245967647058824
0.0005,+1.302279E-03,1.00030691,0.858126408,0.8717367647058823
0.001,+1.816583E-03,0.999894969,0.726712219,0.7395867647058824
0.002,+2.822744E-03,0.999417669,0.463947644,0.47528676470588227
0.003,+3.823438E-03,0.999065614,0.20049963,0.2109867647058823
0.004,+4.819252E-03,0.999038385,-0.0622033947,-0.05331323529411769
0.005,+5.810503E-03,0.998939805,-0.324046685,-0.3176132352941179
0.006,+6.804464E-03,0.999002368,-0.586773398,-0.5819132352941179
0.007,+7.798257E-03,0.99897406,-0.849537081,-0.8462132352941178
0.008,+8.791978E-03,0.99907796,-1.11225669,-1.110513235294118
0.009,+9.784878E-03,0.999085559,-1.37475831,-1.3748132352941176
0.01,+1.049987E-02,0.998388038,-1.6375083,-1.639113235294118
