IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.665534E-04,0.902353512,0.863414676,0.8770680882352941
0.0003,+1.081590E-03,0.901177104,0.81083954,0.8242080882352941
0.0005,+1.292243E-03,0.900666519,0.758255797,0.7713480882352941
0.001,+1.808525E-03,0.900015442,0.626914454,0.6391980882352941
0.002,+2.818616E-03,0.899417805,0.364133665,0.37489808823529414
0.003,+3.819645E-03,0.899093302,0.100714225,0.11059808823529416
0.004,+4.815161E-03,0.898805889,-0.161906727,-0.15370191176470593
0.005,+5.807473E-03,0.898820841,-0.423897013,-0.4180019117647059
0.006,+6.800644E-03,0.898863265,-0.686649193,-0.6823019117647059
0.007,+7.794802E-03,0.89891074,-0.949090455,-0.9466019117647059
0.008,+8.787679E-03,0.899052748,-1.21186026,-1.2109019117647062
0.009,+9.780116E-03,0.89912419,-1.47457565,-1.4752019117647057
0.01,+1.049987E-02,0.898173146,-1.7373673,-1.7395019117647061
