IL,ITOT,VOUT,VDROP,VISET
0.0001,+9.226180E-04,1.49981458,1.46219942,1.4794001470588236
0.0003,+1.119066E-03,1.49921136,1.40964742,1.4265401470588235
0.0005,+1.324797E-03,1.49907969,1.35706194,1.3736801470588236
0.001,+1.828889E-03,1.49850175,1.2258866,1.2415301470588234
0.002,+2.829509E-03,1.49825234,0.963034956,0.9772301470588235
0.003,+3.824887E-03,1.49823661,0.700245305,0.7129301470588235
0.004,+4.820016E-03,1.49825182,0.437459902,0.4486301470588234
0.005,+5.816819E-03,1.49815914,0.173937256,0.18433014705882345
0.006,+6.809045E-03,1.49823833,-0.0887228232,-0.07996985294117676
0.007,+7.798774E-03,1.49821734,-0.350621233,-0.34426985294117673
0.008,+8.792528E-03,1.49836298,-0.613416536,-0.6085698529411765
0.009,+9.785514E-03,1.49849152,-0.876139508,-0.8728698529411765
0.01,+1.049987E-02,1.49787033,-1.13886814,-1.137169852941177
