IL,ITOT,VOUT,VDROP
0.0001,+2.597813E-03,0.895251749,0.412544173
0.0003,+2.792160E-03,0.895316374,0.360572858
0.0005,+2.986086E-03,0.895296761,0.308662077
0.001,+3.484484E-03,0.895272819,0.177999914
0.002,+4.471693E-03,0.895098354,-0.0815615277
0.003,+5.453829E-03,0.895383104,-0.340508619
0.004,+6.438704E-03,0.894856987,-0.599980674
0.005,+7.424311E-03,0.894955266,-0.859577003
0.006,+8.409980E-03,0.894913959,-1.11919477
0.007,+9.395970E-03,0.895015456,-1.37883302
0.008,+1.038167E-02,0.895252055,-1.63849454
0.009,+1.049987E-02,0.892969762,-1.89788261
0.01,+1.049985E-02,0.671572665,-2.15751233
