VIN,ITOT,VOUT,VDROP
1.8,+6.076492E-03,1.19610949,-0.195279139
1.775,+6.049609E-03,1.19624855,-0.195268123
1.75,+6.032542E-03,1.19594865,-0.195268526
1.725,+6.017494E-03,1.19575622,-0.195265704
1.7,+6.004305E-03,1.19548712,-0.195271464
1.675,+5.986651E-03,1.19539286,-0.195257806
1.65,+5.969878E-03,1.19522369,-0.195252066
1.625,+5.955182E-03,1.19494957,-0.195243818
1.6,+5.938962E-03,1.19478285,-0.19524103
1.575,+5.922410E-03,1.19466117,-0.195243426
1.55,+5.907412E-03,1.19446169,-0.195261573
1.525,+5.893634E-03,1.19418143,-0.195239201
1.5,+5.876042E-03,1.19419215,-0.195252038
1.475,+5.860932E-03,1.19410565,-0.195251224
1.45,+5.845425E-03,1.19400911,-0.195257414
1.425,+5.828176E-03,1.19380522,-0.195263697
1.4,+5.811800E-03,1.19354179,-0.195259538
1.375,+5.793582E-03,1.19346867,-0.195256544
1.35,+5.776207E-03,1.19347017,-0.195253692
1.325,+5.756826E-03,1.19333675,-0.195263569
1.3,+5.738053E-03,1.19301062,-0.195260236
1.275,+5.715849E-03,1.19269719,-0.195260144
1.25,+5.694036E-03,1.19260026,-0.195269949
1.225,+5.670440E-03,1.19218043,-0.195265682
1.2,+5.614740E-03,1.18448334,-0.195261923
1.175,+5.467498E-03,1.15963056,-0.195262048
1.15,+5.322785E-03,1.13469529,-0.195275931
1.125,+5.182340E-03,1.10971202,-0.195265651
1.1,+5.047246E-03,1.08475364,-0.195262377
1.075,+4.917503E-03,1.05973654,-0.195273752
1.05,+4.793619E-03,1.03474741,-0.195274021
1.025,+4.674912E-03,1.00968605,-0.195266936
1.0,+4.561213E-03,0.984658467,-0.195266352
