IL,ITOT,VOUT,VDROP
0.0001,+3.777216E-03,1.49602691,0.709926638
0.0003,+3.969495E-03,1.49616423,0.657805862
0.0005,+4.160374E-03,1.49616388,0.605661307
0.001,+4.655627E-03,1.49607951,0.475260787
0.002,+5.649993E-03,1.49619064,0.213785006
0.003,+6.639676E-03,1.49644019,-0.0468725237
0.004,+7.624506E-03,1.4963872,-0.306641417
0.005,+8.616856E-03,1.49648679,-0.567298366
0.006,+9.606042E-03,1.49658456,-0.827996945
0.007,+1.049989E-02,1.49649073,-1.08866607
0.008,+1.049987E-02,1.39880119,-1.34910961
0.009,+1.049987E-02,1.19028175,-1.60977801
0.01,+1.049986E-02,0.961352485,-1.87042046
