IL,ITOT,VOUT,VDROP
0.0001,+4.164471E-03,1.69523186,0.808975325
0.0003,+4.349272E-03,1.69514105,0.756830588
0.0005,+4.548049E-03,1.69538532,0.704699567
0.001,+5.042964E-03,1.69536052,0.574309048
0.002,+6.031662E-03,1.69547362,0.313550931
0.003,+7.024374E-03,1.6956423,0.0520436831
0.004,+8.012599E-03,1.69577766,-0.208531403
0.005,+8.999367E-03,1.69581627,-0.468336183
0.006,+9.988221E-03,1.69588922,-0.729009385
0.007,+1.049989E-02,1.65105796,-0.989700616
0.008,+1.049988E-02,1.49112156,-1.25035356
0.009,+1.049988E-02,1.29499251,-1.51080019
0.01,+1.049987E-02,1.05752217,-1.77148416
