IL,ITOT,VOUT,VDROP
0.0001,+3.193029E-03,1.19644004,0.561447413
0.0003,+3.384025E-03,1.19641161,0.509317284
0.0005,+3.580807E-03,1.19647174,0.457215467
0.001,+4.077555E-03,1.19657055,0.326789747
0.002,+5.072498E-03,1.19644189,0.0652909996
0.003,+6.061544E-03,1.19636822,-0.195282575
0.004,+7.050134E-03,1.19636508,-0.455085608
0.005,+8.039307E-03,1.19644908,-0.715757131
0.006,+9.028552E-03,1.19663924,-0.976409679
0.007,+1.001961E-02,1.19681178,-1.2370696
0.008,+1.049988E-02,1.19548539,-1.49752417
0.009,+1.049987E-02,1.03201771,-1.75818208
0.01,+1.049986E-02,0.814535485,-2.01885562
