IL,ITOT,VOUT,VDROP
0.0001,+2.254979E-03,0.697851105,0.313950188
0.0003,+2.445052E-03,0.697979262,0.261817175
0.0005,+2.645548E-03,0.698150462,0.208857318
0.001,+3.131275E-03,0.698151894,0.0785162717
0.002,+4.122572E-03,0.698240588,-0.182032313
0.003,+5.110048E-03,0.698153879,-0.441823085
0.004,+6.101295E-03,0.6983957,-0.702502215
0.005,+7.091287E-03,0.698284389,-0.963099533
0.006,+8.080879E-03,0.698351611,-1.22378743
0.007,+9.069523E-03,0.698864256,-1.48421101
0.008,+1.005815E-02,0.698772531,-1.74484437
0.009,+1.049988E-02,0.697032167,-2.00548988
0.01,+1.049985E-02,0.641646744,-2.2661322
