IL,ITOT,VOUT,VDROP
0.0001,+3.970069E-03,1.59583199,0.75932174
0.0003,+4.159902E-03,1.59571018,0.707175141
0.0005,+4.356385E-03,1.59558842,0.655028417
0.001,+4.855799E-03,1.59578969,0.524662018
0.002,+5.841730E-03,1.59564608,0.264157811
0.003,+6.831951E-03,1.5958877,0.0025753883
0.004,+7.820096E-03,1.59598117,-0.257980112
0.005,+8.810047E-03,1.59597538,-0.517987062
0.006,+9.795563E-03,1.59612054,-0.778429568
0.007,+1.049988E-02,1.59559943,-1.03908811
0.008,+1.049988E-02,1.43241696,-1.29980616
0.009,+1.049988E-02,1.24265314,-1.5604578
0.01,+1.049987E-02,1.00920694,-1.82107995
