IL,ITOT,VOUT,VDROP
0.0001,+3.608242E-03,1.39552248,-0.0105435197
0.0003,+3.769209E-03,1.39562274,-0.0105617334
0.0005,+3.960974E-03,1.39564113,-0.0105709126
0.001,+4.454406E-03,1.39545122,-0.0106073624
0.002,+5.447791E-03,1.39538435,-0.0106735347
0.003,+6.437094E-03,1.3953692,-0.0107247985
0.004,+7.423280E-03,1.3951831,-0.0107877962
0.005,+8.411400E-03,1.39498118,-0.0108466991
0.006,+9.400367E-03,1.3949768,-0.0108982938
0.007,+1.039001E-02,1.39514258,-0.0109533716
0.008,+1.049991E-02,1.39210114,-0.0110297794
0.009,+1.049990E-02,1.15653704,-0.0110906171
0.01,+1.049989E-02,0.943233008,-0.0111549464
