IL,ITOT,VOUT,VDROP
0.0001,+3.800510E-03,1.49547284,-0.0105434863
0.0003,+3.959471E-03,1.49543654,-0.0105473726
0.0005,+4.151118E-03,1.49535667,-0.0105462578
0.001,+4.643878E-03,1.49537404,-0.0105891097
0.002,+5.636763E-03,1.495238,-0.0106515931
0.003,+6.626277E-03,1.49529595,-0.01071575
0.004,+7.611998E-03,1.49528322,-0.0107710141
0.005,+8.601025E-03,1.49518002,-0.0108361634
0.006,+9.590249E-03,1.49532691,-0.0108833936
0.007,+1.049992E-02,1.49517919,-0.0109505444
0.008,+1.049990E-02,1.4353693,-0.0110135755
0.009,+1.049990E-02,1.21091196,-0.0110806902
0.01,+1.049990E-02,0.992946475,-0.0111567922
