IL,ITOT,VOUT,VDROP
0.0001,+3.382559E-03,1.49015859,0.716028033
0.0003,+3.571122E-03,1.49028562,0.663453677
0.0005,+3.767611E-03,1.49018172,0.610809135
0.001,+4.265938E-03,1.49024469,0.479318501
0.002,+5.265519E-03,1.49023542,0.215607314
0.003,+6.263304E-03,1.49029128,-0.047326926
0.004,+7.256820E-03,1.49040079,-0.309381043
0.005,+8.254387E-03,1.49042217,-0.572303831
0.006,+9.252192E-03,1.49056946,-0.835216953
0.007,+1.024825E-02,1.49066567,-1.09811589
0.008,+1.049990E-02,1.45559676,-1.36069566
0.009,+1.049989E-02,1.19764657,-1.62350334
0.01,+1.049989E-02,0.954661949,-1.88632936
