IL,ITOT,VOUT,VDROP
0.0001,+3.693687E-03,1.66459557,0.813936304
0.0003,+3.850911E-03,1.66524669,0.761294423
0.0005,+4.041853E-03,1.66545143,0.708660357
0.001,+4.534369E-03,1.66549836,0.577090109
0.002,+5.521983E-03,1.66556606,0.313988601
0.003,+6.514038E-03,1.66563613,0.0500784956
0.004,+7.503202E-03,1.66574919,-0.212863546
0.005,+8.488665E-03,1.66583189,-0.475089639
0.006,+9.478343E-03,1.66605499,-0.738146844
0.007,+1.046665E-02,1.66597209,-1.00117755
0.008,+1.049993E-02,1.5727593,-1.26427495
0.009,+1.049993E-02,1.34279188,-1.52713407
0.01,+1.049992E-02,1.10328992,-1.79021321
