V Input,V Output
0.0,0.00531961382
0.01,0.00632544217
0.02,0.0039317139
0.03,1.34242672e-05
0.04,-0.00335115667
0.05,0.0030532105
0.06,0.00633821336
0.07,-0.000406767391
0.08,0.0061471292
0.09,0.00551374566
0.1,0.000716855871
0.11,0.0060867079
0.12,0.00406542444
0.13,0.00392218388
0.14,0.00586074483
0.15,0.00402091876
0.16,0.00658009205
0.17,0.00595938296
0.18,0.00712760865
0.19,0.00667558576
0.2,0.00617267159
0.21,0.00581290122
0.22,0.00605802109
0.23,0.0072421624
0.24,0.00400176197
0.25,0.00753817354
0.26,0.000513194014
0.27,-0.0031792293
0.28,0.00412594249
0.29,0.00118793881
0.3,-0.00318875932
0.31,0.00123883008
0.32,-0.00441111746
0.33,-0.00591357112
0.34,-0.00127898194
0.35000000000000003,-0.00570981252
0.36,-0.00645784655
0.37,-0.00332246986
0.38,-0.00529276528
0.39,-7.25394188e-05
0.4,-0.00583713746
0.41000000000000003,-0.0031856149
0.42,0.00414185811
0.43,-0.00541380138
0.44,-0.00243758086
0.45,0.00543416757
0.46,-0.00532145209
0.47000000000000003,9.61467789e-05
0.48,0.00646868273
0.49,0.0060262866
0.5,0.00462247107
0.51,-0.00337984348
0.52,0.00448247168
0.53,-0.00289284493
0.54,-0.00521957279
0.55,0.0020728278
0.56,-0.00531192207
0.5700000000000001,-0.0054233314
0.58,-0.00122160832
0.59,-0.0054169458
0.6,-0.00587211312
0.61,-0.00237715957
0.62,-0.00554427074
0.63,-0.00506041661
0.64,-0.00575441495
0.65,-0.00513685028
0.66,-0.000597754804
0.67,-0.00534060889
0.68,-0.00456388804
0.6900000000000001,0.000296664212
0.7000000000000001,-0.00483759796
0.71,-0.00145081256
0.72,0.00703525937
0.73,-0.00635920842
0.74,0.000248917359
0.75,0.00692070562
0.76,-0.00631136481
0.77,-0.00032404488
0.78,0.00714981312
0.79,-0.00196335351
0.8,0.00707976505
0.81,0.0048293741
0.8200000000000001,0.000484410451
0.8300000000000001,0.00712122305
0.84,0.00793291956
0.85,-0.000110756252
0.86,0.00703211494
0.87,0.00634135778
0.88,0.00218423713
0.89,0.00693023564
0.9,0.00721986118
0.91,0.00456833861
0.92,0.00821615951
0.93,6.74599664e-05
0.9400000000000001,0.00559017933
0.9500000000000001,0.00649412836
0.96,-0.000995645247
0.97,0.00748728226
0.98,0.0082353163
0.99,0.00298001801
1.0,0.00681244072
1.01,0.00531961382
1.02,-0.00216701536
1.03,0.00712122305
1.04,0.00595299736
1.05,-0.0020905817
1.06,0.00776099219
1.07,0.00245480263
1.08,-0.00454797242
1.09,0.00710206626
1.1,0.00170362417
1.11,-0.0045384424
1.12,0.00719117437
1.1300000000000001,0.0025056939
1.1400000000000001,-0.00365355341
1.1500000000000001,0.00430415871
1.16,-0.00378726395
1.17,-0.00364402339
1.18,0.0062490085
1.19,-0.00129804198
1.2,-0.00340843354
