VIN,VOUT
0.0,-2.165222564726499
0.001,-2.157555131737171
0.002,-2.149966218104226
0.003,-2.142455618156094
0.004,-2.135024477587884
0.005,-2.127673909715117
0.006,-2.120404993116896
0.007,-2.113218769307191
0.008,-2.106074051376702
0.009,-2.099055402030994
0.01,-2.092122645307116
0.011,-2.085276355240962
0.012,-2.078517351579467
0.013,-2.071846408458258
0.014,-2.065264238663878
0.015,-2.05877151025875
0.016,-2.052368826585254
0.017,-2.046056734043183
0.018,-2.039835720313451
0.019,-2.033706208642092
0.02,-2.027668556019352
0.021,-2.021723058861062
0.022,-2.015869946060614
0.023,-2.010109375763035
0.024,-2.004441439289485
0.025,-1.998866162255872
0.026,-1.993383496797401
0.027,-1.98799332828055
0.028,-1.982695472114897
0.029,-1.977489671699642
0.03,-1.97237560849791
0.031,-1.967352885949683
0.032,-1.962421042696078
0.033,-1.957579558643691
0.034,-1.952827838269008
0.035,-1.948165225560392
0.036,-1.943591012224185
0.037,-1.939104408543914
0.038,-1.934704584144166
0.039,-1.93039064570186
0.04,-1.926161651447926
0.041,-1.922016591770879
0.042,-1.917954429114834
0.043,-1.913974064592026
0.044,-1.910074361511227
0.045,-1.90625413991494
0.046,-1.902512185928477
0.047,-1.898847243772214
0.048,-1.895258032497838
0.049,-1.891743234632284
0.05,-1.888301508925533
0.051,-1.88493149360955
0.052,-1.881631807908804
0.053,-1.878401042150724
0.054,-1.875237784967151
0.055,-1.872140606989193
0.056,-1.869108072285533
0.057,-1.866138733802481
0.058,-1.863231144483592
0.059,-1.860383856998304
0.06,-1.85759541737357
0.061,-1.854864382866389
0.062,-1.852189313295733
0.063,-1.849568774259385
0.064,-1.847001341065486
0.065,-1.844485601907582
0.066,-1.842020162250857
0.067,-1.839603628484694
0.068,-1.837234635387267
0.069,-1.834911833587737
0.07,-1.832633885184006
0.071,-1.830399479968635
0.072,-1.828207324613553
0.073,-1.826056149602187
0.074,-1.823944699455339
0.075,-1.82187175630182
0.076,-1.819836118294187
0.077,-1.817836605447673
0.078,-1.815872067167143
0.079,-1.813941375480805
0.08,-1.812043431028202
0.081,-1.810177156464753
0.082,-1.80834150436109
0.083,-1.806535445357777
0.084,-1.804757986595359
0.085,-1.803008156234014
0.086,-1.801285001872142
0.087,-1.799587611915531
0.088,-1.797915080169151
0.089,-1.79626654500822
0.09,-1.794641161793919
0.091,-1.793038104823364
0.092,-1.791456580672812
0.093,-1.789895815267423
0.094,-1.788355059890047
0.095,-1.786833592881419
0.096,-1.785330709822085
0.097,-1.783845725228695
0.098,-1.78237798934185
0.099,-1.780926855267057
0.1000000000000001,-1.779491711689764
0.1010000000000001,-1.778071962957804
0.1020000000000001,-1.776667029706497
0.1030000000000001,-1.775276360047342
0.1040000000000001,-1.773899412034739
0.1050000000000001,-1.77253566740044
0.1060000000000001,-1.77118462358386
0.1070000000000001,-1.769845797121575
0.1080000000000001,-1.768518726214342
0.1090000000000001,-1.767202951208453
0.1100000000000001,-1.765898043234859
0.1110000000000001,-1.764603579244349
0.1120000000000001,-1.763319158789454
0.1130000000000001,-1.762044389725966
0.1140000000000001,-1.760778902745179
0.1150000000000001,-1.759522331908115
0.1160000000000001,-1.75827432785774
0.1170000000000001,-1.757034556620694
0.1180000000000001,-1.755802694448859
0.1190000000000001,-1.754578432473823
0.1200000000000001,-1.753361468157747
0.1210000000000001,-1.752151518775716
0.1220000000000001,-1.750948296820868
0.1230000000000001,-1.749751546668458
0.1240000000000001,-1.74856100596406
0.1250000000000001,-1.747376430308534
0.1260000000000001,-1.746197577336093
0.1270000000000001,-1.745024223126775
0.1280000000000001,-1.743856146528313
0.1290000000000001,-1.742693135017162
0.1300000000000001,-1.741534991337573
0.1310000000000001,-1.740381512731794
0.1320000000000001,-1.73923251381768
0.1330000000000001,-1.73808781861778
0.1340000000000001,-1.736947248380661
0.1350000000000001,-1.735810638237698
0.1360000000000001,-1.734677828270183
0.1370000000000001,-1.733548666368564
0.1380000000000001,-1.732423002858037
0.1390000000000001,-1.731300695996106
0.1400000000000001,-1.730181611122448
0.1410000000000001,-1.729065612626955
0.1420000000000001,-1.727952580769655
0.1430000000000001,-1.726842388137002
0.1440000000000001,-1.725734925819189
0.1450000000000001,-1.724630076050752
0.1460000000000001,-1.723527737483209
0.1470000000000001,-1.7224278040506
0.1480000000000001,-1.721330176948716
0.1490000000000001,-1.720234762781305
0.1500000000000001,-1.719141467760684
0.1510000000000001,-1.718050208882414
0.1520000000000001,-1.716960899171033
0.1530000000000001,-1.715873460521641
0.1540000000000001,-1.714787815141385
0.1550000000000001,-1.713703884929172
0.1560000000000001,-1.712621604251767
0.1570000000000001,-1.711540902568603
0.1580000000000001,-1.71046171012383
0.1590000000000001,-1.70938397243793
0.1600000000000001,-1.708307624963394
0.1610000000000001,-1.707232608558405
0.1620000000000001,-1.706158866036182
0.1630000000000001,-1.705086349860871
0.1640000000000001,-1.704015002913195
0.1650000000000001,-1.702944779410094
0.1660000000000001,-1.701875632939002
0.1670000000000001,-1.700807514906695
0.1680000000000001,-1.699740383450241
0.1690000000000001,-1.698674196212425
0.1700000000000001,-1.697608915403341
0.1710000000000001,-1.696544499320821
0.1720000000000001,-1.695480915080244
0.1730000000000001,-1.694418123872938
0.1740000000000001,-1.69335609418652
0.1750000000000001,-1.692294793213698
0.1760000000000001,-1.691234186185862
0.1770000000000001,-1.690174247233921
0.1780000000000001,-1.689114946404399
0.1790000000000001,-1.688056257006518
0.1800000000000001,-1.686998152209223
0.1810000000000001,-1.68594060207667
0.1820000000000001,-1.684883588356239
0.1830000000000001,-1.683827088347316
0.1840000000000001,-1.68277107165191
0.1850000000000001,-1.681715526366728
0.1860000000000001,-1.680660424680155
0.1870000000000001,-1.679605751743462
0.1880000000000001,-1.678551482870454
0.1890000000000001,-1.677497604797306
0.1900000000000001,-1.676444099380951
0.1910000000000001,-1.675390951150878
0.1920000000000001,-1.674338140991943
0.1930000000000001,-1.673285652520752
0.1940000000000001,-1.672233474712413
0.1950000000000001,-1.671181589178647
0.1960000000000001,-1.67012998645566
0.1970000000000001,-1.669078650603166
0.1980000000000001,-1.668027570901855
0.1990000000000001,-1.666976733048396
0.2000000000000001,-1.665926128728325
0.2010000000000002,-1.664875744451557
0.2020000000000002,-1.663825571441909
0.2030000000000002,-1.662775595357512
0.2040000000000002,-1.661725812605534
0.2050000000000002,-1.66067620974627
0.2060000000000002,-1.65962677853739
0.2070000000000002,-1.658577509040746
0.2080000000000002,-1.6575283967693
0.2090000000000002,-1.656479430207826
0.2100000000000002,-1.655430601809948
0.2110000000000002,-1.65438190746788
0.2120000000000002,-1.653333338545736
0.2130000000000002,-1.652284887800236
0.2140000000000002,-1.65123654599274
0.2150000000000002,-1.650188311378347
0.2160000000000002,-1.649140176440427
0.2170000000000002,-1.648092135784187
0.2180000000000002,-1.647044185382146
0.2190000000000002,-1.645996316020379
0.2200000000000002,-1.644948526589328
0.2210000000000002,-1.643900810082066
0.2220000000000002,-1.642853164849624
0.2230000000000002,-1.641805579693387
0.2240000000000002,-1.640758055948272
0.2250000000000002,-1.639710591626644
0.2260000000000002,-1.638663178023316
0.2270000000000002,-1.63761581566307
0.2280000000000002,-1.636568492819625
0.2290000000000002,-1.635521216277485
0.2300000000000002,-1.634473976201851
0.2310000000000002,-1.63342677108548
0.2320000000000002,-1.632379599313439
0.2330000000000002,-1.631332456032276
0.2340000000000002,-1.630285340755984
0.2350000000000002,-1.629238250289238
0.2360000000000002,-1.62819117985152
0.2370000000000002,-1.627144128216218
0.2380000000000002,-1.626097092071327
0.2390000000000002,-1.625050075938757
0.2400000000000002,-1.624003066746682
0.2410000000000002,-1.622956071705664
0.2420000000000002,-1.621909086810295
0.2430000000000002,-1.620862105632056
0.2440000000000002,-1.61981513051551
0.2450000000000002,-1.618768160211876
0.2460000000000002,-1.617721188578838
0.2470000000000002,-1.61667421941294
0.2480000000000002,-1.61562725048835
0.2490000000000002,-1.614580280107003
0.2500000000000002,-1.613533305236435
0.2510000000000002,-1.612486324014559
0.2520000000000002,-1.611439339131583
0.2530000000000002,-1.61039234638404
0.2540000000000002,-1.609345348128987
0.2550000000000002,-1.608298339889143
0.2560000000000002,-1.607251320977119
