VIN,VOUT
0.0,-2.164927852446536
0.001,-2.157221582813771
0.002,-2.149630042834274
0.003,-2.142117134870665
0.004,-2.134683725435336
0.005,-2.127330927033886
0.006,-2.120059821945445
0.007,-2.112871450742632
0.008,-2.105766821164868
0.009,-2.098746896740914
0.01,-2.091812591114475
0.011,-2.084964782571771
0.012,-2.078204288648879
0.013,-2.071531885823232
0.014,-2.064948290586433
0.015,-2.058454170171084
0.016,-2.052050126937639
0.017,-2.045736714534008
0.018,-2.039514415786684
0.019,-2.033383656131191
0.02,-2.027344797016542
0.021,-2.02139813339488
0.022,-2.015543893702967
0.023,-2.009782240163275
0.024,-2.004113264020834
0.025,-1.998536991962814
0.026,-1.993053376602689
0.027,-1.987662303997878
0.028,-1.982363589768012
0.029,-1.977156980457385
0.03,-1.97204215225184
0.031,-1.967018714015146
0.032,-1.962086208599832
0.033,-1.957244106988981
0.034,-1.952491820657602
0.035,-1.947828695615847
0.036,-1.943254013296041
0.037,-1.938766999210191
0.038,-1.934366813015873
0.039,-1.930052564590434
0.04,-1.925823307365227
0.041,-1.921678041426774
0.042,-1.917615721387553
0.043,-1.913635251265821
0.044,-1.909735495056591
0.045,-1.905915269430985
0.046,-1.902173362492293
0.047,-1.898508516680946
0.048,-1.894919449901817
0.049,-1.891404846398012
0.05,-1.887963366079819
0.051,-1.884593642851073
0.052,-1.881294294512265
0.053,-1.878063916459876
0.054,-1.874901093067786
0.055,-1.871804391324722
0.056,-1.868772377400609
0.057,-1.865803603315608
0.058,-1.862896622059428
0.059,-1.860049980507621
0.06,-1.857262231143282
0.061,-1.854531926203088
0.062,-1.851857622468147
0.063,-1.849237890362305
0.064,-1.8466713026702
0.065,-1.844156445118844
0.066,-1.8416919201821
0.067,-1.83927633799239
0.068,-1.836908331122177
0.069,-1.83458654817449
0.07,-1.832309649932123
0.071,-1.830076328766229
0.072,-1.827885285145693
0.073,-1.825735250809333
0.074,-1.82362497570887
0.075,-1.821553231625375
0.076,-1.81951881970439
0.077,-1.817520560881873
0.078,-1.815557300648128
0.079,-1.813627914691109
0.08,-1.811731296679099
0.081,-1.809866372609625
0.082,-1.808032091897402
0.083,-1.806227429367226
0.084,-1.80445138498273
0.085,-1.802702987858278
0.086,-1.800981291274533
0.087,-1.799285372069083
0.088,-1.797614335876154
0.089,-1.795967311210312
0.09,-1.794343450850405
0.091,-1.792741937645806
0.092,-1.791161970388171
0.093,-1.789602779491717
0.094,-1.788063613729421
0.095,-1.786543748567074
0.096,-1.785042479211526
0.097,-1.78355912589288
0.098,-1.782093027113372
0.099,-1.780643548220418
0.1000000000000001,-1.779210072207154
0.1010000000000001,-1.777791997490466
0.1020000000000001,-1.776388752537885
0.1030000000000001,-1.774999778252053
0.1040000000000001,-1.773624537164073
0.1050000000000001,-1.772262509915757
0.1060000000000001,-1.770913192174496
0.1070000000000001,-1.769576099809266
0.1080000000000001,-1.768250769521469
0.1090000000000001,-1.766936744811982
0.1100000000000001,-1.765633594564424
0.1110000000000001,-1.764340898635617
0.1120000000000001,-1.763058252568307
0.1130000000000001,-1.761785266823468
0.1140000000000001,-1.76052156654407
0.1150000000000001,-1.759266787430357
0.1160000000000001,-1.758020583294692
0.1170000000000001,-1.756782617439833
0.1180000000000001,-1.755552567540554
0.1190000000000001,-1.754330120975158
0.1200000000000001,-1.753114979749998
0.1210000000000001,-1.751906855179976
0.1220000000000001,-1.750705467911784
0.1230000000000001,-1.749510554905781
0.1240000000000001,-1.748321855701611
0.1250000000000001,-1.747139123682895
0.1260000000000001,-1.745962122874201
0.1270000000000001,-1.744790622903165
0.1280000000000001,-1.743624406004136
0.1290000000000001,-1.742463258868423
0.1300000000000001,-1.741306977103755
0.1310000000000001,-1.740155369859405
0.1320000000000001,-1.739008245968662
0.1330000000000001,-1.737865424436118
0.1340000000000001,-1.736726733475794
0.1350000000000001,-1.73559200795837
0.1360000000000001,-1.734461085340416
0.1370000000000001,-1.733333809798971
0.1380000000000001,-1.732210038797326
0.1390000000000001,-1.731089626459118
0.1400000000000001,-1.729972435535604
0.1410000000000001,-1.728858339773025
0.1420000000000001,-1.727747207827486
0.1430000000000001,-1.726638923800778
0.1440000000000001,-1.725533367094459
0.1450000000000001,-1.72443042867905
0.1460000000000001,-1.723330000861008
0.1470000000000001,-1.722231982815474
0.1480000000000001,-1.721136269743318
0.1490000000000001,-1.720042774043526
0.1500000000000001,-1.718951402104163
0.1510000000000001,-1.717862065331405
0.1520000000000001,-1.716774681417621
0.1530000000000001,-1.715689167037481
0.1540000000000001,-1.71460544955441
0.1550000000000001,-1.713523450921189
0.1560000000000001,-1.712443103094921
0.1570000000000001,-1.711364333622199
0.1580000000000001,-1.710287080014437
0.1590000000000001,-1.709211278592794
0.1600000000000001,-1.708136867958662
0.1610000000000001,-1.707063791372022
0.1620000000000001,-1.705991993214568
0.1630000000000001,-1.704921419050542
0.1640000000000001,-1.703852018573348
0.1650000000000001,-1.702783741378987
0.1660000000000001,-1.701716541549238
0.1670000000000001,-1.700650373793932
0.1680000000000001,-1.699585193147607
0.1690000000000001,-1.698520958598379
0.1700000000000001,-1.69745763023451
0.1710000000000001,-1.696395170154269
0.1720000000000001,-1.695333541122702
0.1730000000000001,-1.694272707221972
0.1740000000000001,-1.693212634901834
0.1750000000000001,-1.692153294075255
0.1760000000000001,-1.691094647911183
0.1770000000000001,-1.690036669230234
0.1780000000000001,-1.688979332442942
