IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.741654E-04,0.802134009,0.762124692,0.7766794117647059
0.0003,+1.087870E-03,0.802145576,0.709783892,0.7238194117647059
0.0005,+1.251794E-03,0.811919691,0.65738332,0.670959411764706
0.001,+1.530114E-03,0.833999543,0.526480508,0.538809411764706
0.002,+2.526710E-03,0.839208645,0.264877065,0.2745094117647059
0.003,+3.535570E-03,0.84010052,0.00216836946,0.010209411764705911
0.004,+4.512672E-03,0.840345239,-0.259464099,-0.2540905882352942
0.005,+5.507072E-03,0.840728026,-0.520592097,-0.5183905882352942
0.006,+6.495114E-03,0.840786012,-0.782171569,-0.7826905882352944
0.007,+7.493398E-03,0.840776935,-1.0440055,-1.0469905882352943
0.008,+8.496854E-03,0.840933048,-1.30580338,-1.311290588235294
0.009,+9.481215E-03,0.841012327,-1.56760368,-1.5755905882352936
0.01,+1.047966E-02,0.840217926,-1.82934513,-1.839890588235294
