IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.535307E-04,0.303794764,0.265181622,0.27473602941176467
0.0003,+1.080060E-03,0.303184666,0.211894316,0.2218760294117647
0.0005,+1.291203E-03,0.302990128,0.159544057,0.1690160294117647
0.001,+1.739809E-03,0.313918909,0.0286888359,0.0368660294117647
0.002,+2.524601E-03,0.329125285,-0.232976442,-0.22743397058823528
0.003,+3.432748E-03,0.330266051,-0.494089819,-0.49173397058823526
0.004,+4.475308E-03,0.33047782,-0.755651237,-0.7560339705882353
0.005,+5.451697E-03,0.331125683,-1.0174732,-1.0203339705882355
0.006,+6.455898E-03,0.331010395,-1.27925077,-1.2846339705882355
0.007,+7.473608E-03,0.331011457,-1.54104752,-1.5489339705882355
0.008,+8.456874E-03,0.330644199,-1.80282314,-1.8132339705882352
0.009,+9.451166E-03,0.330470384,-2.0643312,-2.0775339705882354
0.01,+1.044206E-02,0.330122053,-2.32604818,-2.3418339705882354
