IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.666217E-04,0.602330671,0.56336668,0.5759020588235294
0.0003,+1.084628E-03,0.602084032,0.51100794,0.5230420588235294
0.0005,+1.290844E-03,0.609396994,0.458612997,0.47018205882352937
0.001,+1.531722E-03,0.633589363,0.327714495,0.3380320588235294
0.002,+2.445681E-03,0.640081956,0.0650739745,0.0737320588235294
0.003,+3.542344E-03,0.640800414,-0.196588836,-0.1905679411764707
0.004,+4.494446E-03,0.641177033,-0.45753676,-0.45486794117647056
0.005,+5.510391E-03,0.641485972,-0.719371769,-0.7191679411764705
0.006,+6.494735E-03,0.641788576,-0.981140575,-0.9834679411764705
0.007,+7.504584E-03,0.641911486,-1.24289513,-1.2477679411764706
0.008,+8.488702E-03,0.641815483,-1.50448243,-1.5120679411764706
0.009,+9.478869E-03,0.641701299,-1.76624723,-1.7763679411764706
0.01,+1.047724E-02,0.641799268,-2.02798807,-2.040667941176471
