IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.713052E-04,0.702204986,0.662876998,0.6762907352941177
0.0003,+1.086261E-03,0.702149883,0.610516594,0.6234307352941176
0.0005,+1.276284E-03,0.710008622,0.55814746,0.5705707352941176
0.001,+1.537942E-03,0.735272537,0.427241632,0.43842073529411757
0.002,+2.529586E-03,0.740039952,0.164518415,0.17412073529411753
0.003,+3.518495E-03,0.740843772,-0.0971948217,-0.09017926470588244
0.004,+4.509177E-03,0.740756178,-0.358260898,-0.35447926470588254
0.005,+5.537761E-03,0.741485833,-0.619892382,-0.6187792647058825
0.006,+6.484459E-03,0.741592119,-0.881642238,-0.8830792647058825
0.007,+7.497990E-03,0.741689813,-1.14341997,-1.1473792647058825
0.008,+8.487325E-03,0.741771602,-1.40521885,-1.4116792647058827
0.009,+9.481589E-03,0.741547046,-1.66699362,-1.6759792647058827
0.01,+1.047805E-02,0.741324469,-1.92851609,-1.9402792647058826
