IL,ITOT,VOUT,VDROP,VISET
0.0001,+2.600511E-04,1.60239148,1.55753312,1.5797888235294117
0.0003,+4.564547E-04,1.60224842,1.50515138,1.5269288235294118
0.0005,+6.539818E-04,1.60216871,1.45279735,1.474068823529412
0.001,+1.149408E-03,1.60201153,1.32188589,1.341918823529412
0.002,+2.141424E-03,1.60187654,1.06002236,1.077618823529412
0.003,+3.132666E-03,1.60179309,0.798385269,0.8133188235294119
0.004,+4.124744E-03,1.60176211,0.536559916,0.5490188235294118
0.005,+5.116845E-03,1.6017118,0.27473329,0.2847188235294118
0.006,+6.111518E-03,1.60164661,0.0121844201,0.020418823529411823
0.007,+7.103317E-03,1.60163473,-0.249455003,-0.24388117647058816
0.008,+8.091725E-03,1.60157925,-0.510402386,-0.5081811764705884
0.009,+9.083807E-03,1.6015341,-0.772186691,-0.7724811764705883
0.01,+1.007565E-02,1.60152547,-1.03398591,-1.0367811764705883
