IL,ITOT,VOUT,VDROP,VISET
0.0001,+8.330119E-04,1.10199893,1.06039681,1.0778454411764706
0.0003,+1.036596E-03,1.10187057,1.00825894,1.0249854411764707
0.0005,+1.171784E-03,1.10731296,0.9558341,0.9721254411764707
0.001,+1.599604E-03,1.12273166,0.824902508,0.8399754411764706
0.002,+2.498724E-03,1.1346828,0.563074328,0.5756754411764706
0.003,+3.430137E-03,1.13328127,0.301218108,0.31137544117647065
0.004,+4.463862E-03,1.13381628,0.0386118069,0.04707544117647067
0.005,+5.473749E-03,1.13443719,-0.223051962,-0.2172245588235293
0.006,+6.458123E-03,1.13477409,-0.484050674,-0.4815245588235293
0.007,+7.453185E-03,1.13456629,-0.745902752,-0.7458245588235293
0.008,+8.455572E-03,1.13455939,-1.00767306,-1.0101245588235295
0.009,+9.456279E-03,1.13476496,-1.26952481,-1.2744245588235295
0.01,+1.044685E-02,1.13436041,-1.53104403,-1.5387245588235294
