IL,ITOT,VOUT,VDROP
0.0001,+3.477419E-03,-0.00341741183,0.663867532
0.0003,+3.664102E-03,-0.00339781479,0.611486412
0.0005,+3.861659E-03,-0.00342067478,0.55910758
0.001,+4.357916E-03,-0.00344061194,0.428087012
0.002,+5.354673E-03,-0.0033632718,0.165302847
0.003,+6.347813E-03,-0.00348120522,-0.0965281756
0.004,+7.336803E-03,-0.0035005368,-0.357713056
0.005,+8.329071E-03,-0.00350979748,-0.619463281
0.006,+9.322534E-03,-0.00352057351,-0.881326477
0.007,+1.031685E-02,-0.00352900186,-1.14319228
0.008,+1.050001E-02,-0.00356465095,-1.40512582
0.009,+1.050000E-02,-0.00374376739,-1.66704426
0.01,+1.050000E-02,-0.0039994359,-1.92872685
