IL,ITOT,VOUT,VDROP
0.0001,+3.034133E-03,1.09754833,0.513046299
0.0003,+3.218006E-03,1.09741301,0.460906534
0.0005,+3.414629E-03,1.09744393,0.40857089
0.001,+3.909970E-03,1.09738796,0.277640423
0.002,+4.904364E-03,1.09725914,0.0150611726
0.003,+5.896900E-03,1.09726315,-0.246547865
0.004,+6.885764E-03,1.09714147,-0.507606325
0.005,+7.876161E-03,1.09723158,-0.769137376
0.006,+8.867652E-03,1.09719998,-1.03086263
0.007,+9.858754E-03,1.09727364,-1.29263991
0.008,+1.049986E-02,1.09642241,-1.55440795
0.009,+1.049984E-02,1.03104481,-1.8161818
0.01,+1.049983E-02,0.768311299,-2.07772391
