IL,ITOT,VOUT,VDROP
0.0001,+3.991448E-03,1.59675601,0.761649022
0.0003,+4.172626E-03,1.59679006,0.709323092
0.0005,+4.367727E-03,1.59673211,0.656953858
0.001,+4.862588E-03,1.59675106,0.526007059
0.002,+5.852692E-03,1.59672563,0.264439135
0.003,+6.847807E-03,1.59669475,0.00181601072
0.004,+7.837978E-03,1.5967393,-0.259789874
0.005,+8.826247E-03,1.59681214,-0.520920573
0.006,+9.815774E-03,1.59671466,-0.782466795
0.007,+1.049986E-02,1.59592109,-1.04423651
0.008,+1.049986E-02,1.43292077,-1.30601557
0.009,+1.049985E-02,1.24520536,-1.56777742
0.01,+1.049985E-02,1.01367345,-1.82956067
